사고번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2020032500100482,2020년 3월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,보행자,남,51-60세,경상
2020040600100037,2020년 4월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,기타불명,기타불명,기타불명,기타불명
2020041100100192,2020년 4월,토요일,서울특별시 광진구 화양동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,41-50세,상해없음,보행자,여,51-60세,중상
2020042200100002,2020년 4월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,31-40세,경상
2020042200100524,2020년 4월,수요일,서울특별시 광진구 화양동,중상사고,0,2,0,0,차대차 - 충돌,차로위반,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,여,21-30세,중상
2020042300100118,2020년 4월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,경상,승용,남,41-50세,상해없음
2020050700100002,2020년 5월,목요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승합,남,41-50세,상해없음,원동기,남,31-40세,중상
2020060200100014,2020년 6월,화요일,서울특별시 광진구 화양동,경상사고,0,0,5,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상
2020062600100023,2020년 6월,금요일,서울특별시 광진구 화양동,경상사고,0,0,2,0,차대차 - 충돌,불법유턴,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,남,51-60세,경상
2020062800100488,2020년 6월,일요일,서울특별시 광진구 자양동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승합,남,51-60세,경상
2020080500100466,2020년 8월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,젖음/습기,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,이륜,남,41-50세,경상
2020081100100582,2020년 8월,화요일,서울특별시 광진구 화양동,경상사고,0,0,2,0,차대차 - 충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,41-50세,경상
2020090200100026,2020년 9월,수요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2020090600100047,2020년 9월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,자전거,남,51-60세,경상
2020091200100298,2020년 9월,토요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,65세 이상,경상
2020091400100508,2020년 9월,월요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,경상,승용,남,41-50세,상해없음
2020092700100077,2020년 9월,일요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,21-30세,상해없음,보행자,여,21-30세,경상
2020110800100026,2020년 11월,일요일,서울특별시 광진구 화양동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,61-64세,경상
2020111700100195,2020년 11월,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,단일로 - 기타,개인형이동수단(PM),여,21-30세,상해없음,자전거,남,65세 이상,경상
2020111900100047,2020년 11월,목요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,기타,맑음,기타 - 기타,승용,남,65세 이상,상해없음,보행자,남,21-30세,경상
2020112200100080,2020년 11월,일요일,서울특별시 광진구 자양동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,65세 이상,경상
2020112900100201,2020년 11월,일요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,경상,승용,남,65세 이상,상해없음
2020121800100509,2020년 12월,금요일,서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,21-30세,상해없음,보행자,남,21-30세,경상
